import time: self [us] | cumulative | imported package
import time:       318 |        318 |               authlib.common
import time:       300 |        617 |             authlib.common.errors
import time:      1001 |       1617 |           authlib.integrations.base_client.errors
import time:       264 |        264 |           authlib.integrations.base_client.framework_integration
import time:       218 |        218 |           authlib.integrations.base_client.registry
import time:        85 |         85 |             authlib.common.security
import time:       100 |        100 |               authlib.common.encoding
import time:       270 |        370 |             authlib.common.urls
import time:       328 |        782 |           authlib.integrations.base_client.sync_app
import time:       247 |        247 |             joserfc
import time:        84 |         84 |                 joserfc._rfc7519
import time:       154 |        154 |                 joserfc.util
import time:       384 |        384 |                 joserfc.errors
import time:       414 |       1034 |               joserfc._rfc7519.claims
import time:       307 |        307 |               joserfc._rfc7519.security
import time:        90 |         90 |                   joserfc._rfc7515
import time:       435 |        435 |                     joserfc.registry
import time:       246 |        681 |                   joserfc._rfc7515.types
import time:       465 |       1235 |                 joserfc._rfc7515.model
import time:        87 |         87 |                       joserfc._rfc7517
import time:       329 |        415 |                     joserfc._rfc7517.types
import time:       103 |        103 |                       joserfc._rfc7518
import time:       213 |        213 |                         joserfc._rfc7638
import time:       206 |        206 |                         joserfc._rfc9278
import time:       488 |        907 |                       joserfc._rfc7517.models
import time:       185 |       1194 |                     joserfc._rfc7518.oct_key
import time:       233 |        233 |                           cryptography.x509.certificate_transparency
import time:       102 |        102 |                           cryptography.x509.oid
import time:      4685 |       4685 |                               cryptography.x509.name
import time:       268 |       4952 |                             cryptography.x509.general_name
import time:       103 |       5055 |                           cryptography.x509.verification
import time:       393 |        393 |                             cryptography.hazmat.primitives.asymmetric.mldsa
import time:       175 |        175 |                             cryptography.hazmat.primitives.asymmetric.x448
import time:       264 |        264 |                             cryptography.hazmat.primitives.asymmetric.x25519
import time:       277 |        277 |                               cryptography.hazmat.primitives.asymmetric.dh
import time:       235 |        235 |                               cryptography.hazmat.primitives.asymmetric.mlkem
import time:       248 |        760 |                             cryptography.hazmat.primitives.asymmetric.types
import time:       182 |        182 |                               cryptography.hazmat.primitives.constant_time
import time:      1325 |       1507 |                             cryptography.x509.extensions
import time:       451 |       3547 |                           cryptography.x509.base
import time:       242 |       9177 |                         cryptography.x509
import time:       261 |       9437 |                       joserfc._rfc7517.pem
import time:       279 |       9715 |                     joserfc._rfc7518.rsa_key
import time:       198 |        198 |                         cryptography.hazmat.primitives.kdf
import time:       430 |        628 |                       cryptography.hazmat.primitives.kdf.hkdf
import time:       208 |        208 |                       cryptography.hazmat.primitives.kdf.pbkdf2
import time:       512 |       1347 |                     joserfc._rfc7518.ec_key
import time:       289 |        289 |                       joserfc._rfc8037
import time:       526 |        814 |                     joserfc._rfc8037.okp_key
import time:       225 |      13709 |                   joserfc._keys
import time:       228 |      13936 |                 joserfc._rfc7515.registry
import time:       183 |        183 |                 joserfc._rfc7515.compact
import time:       231 |        231 |                 joserfc._rfc7515.json
import time:       197 |        197 |                   joserfc._rfc7797
import time:       181 |        377 |                 joserfc._rfc7797.util
import time:       652 |        652 |                 joserfc._rfc7797.compact
import time:       108 |        108 |                 joserfc._rfc7797.json
import time:        91 |         91 |                       joserfc._rfc7518.util
import time:       464 |        555 |                     joserfc._rfc7518.jws_algs
import time:       217 |        772 |                   joserfc._rfc8812
import time:      1059 |       1831 |                 joserfc.jwk
import time:        87 |         87 |                     joserfc._rfc7516
import time:      1917 |       1917 |                     joserfc._rfc7516.models
import time:       388 |       2391 |                   joserfc._rfc7516.registry
import time:       660 |        660 |                     cryptography.hazmat.primitives.keywrap
import time:        92 |         92 |                       cryptography.hazmat.primitives.kdf.concatkdf
import time:       117 |        208 |                     joserfc._rfc7518.derive_key
import time:       316 |       1182 |                   joserfc._rfc7518.jwe_algs
import time:       150 |        150 |                     cryptography.hazmat.primitives.padding
import time:      1902 |       2052 |                   joserfc._rfc7518.jwe_encs
import time:       107 |        107 |                   joserfc._rfc7518.jwe_zips
import time:       104 |        104 |                   joserfc._rfc8037.jws_eddsa
import time:       213 |        213 |                     joserfc._rfc9864.jws_eddsa
import time:       112 |        324 |                   joserfc._rfc9864
import time:       139 |       6297 |                 joserfc.jwa
import time:       467 |      25313 |               joserfc.jws
import time:       151 |        151 |                 joserfc._rfc7516.types
import time:       215 |        215 |                 joserfc._rfc7516.message
import time:       107 |        107 |                 joserfc._rfc7516.compact
import time:       120 |        120 |                 joserfc._rfc7516.json
import time:       241 |        833 |               joserfc.jwe
import time:       382 |      27867 |             joserfc.jwt
import time:       215 |        215 |               authlib.oidc
import time:       192 |        192 |                 authlib.common.language
import time:       100 |        100 |                             authlib.oauth2.base
import time:       383 |        483 |                           authlib.oauth2.rfc6749.errors
import time:       191 |        191 |                           authlib.oauth2.rfc6749.util
import time:       327 |       1000 |                         authlib.oauth2.rfc6749.authenticate_client
import time:       117 |        117 |                           authlib.deprecate
import time:       251 |        251 |                           authlib.oauth2.rfc6749.endpoint
import time:       114 |        114 |                           authlib.oauth2.rfc6749.hooks
import time:       253 |        253 |                           authlib.oauth2.rfc6749.requests
import time:       256 |        989 |                         authlib.oauth2.rfc6749.authorization_server
import time:       253 |        253 |                             authlib.oauth2.rfc6749.grants.base
import time:       444 |        697 |                           authlib.oauth2.rfc6749.grants.authorization_code
import time:       238 |        238 |                           authlib.oauth2.rfc6749.grants.client_credentials
import time:       182 |        182 |                           authlib.oauth2.rfc6749.grants.implicit
import time:       208 |        208 |                           authlib.oauth2.rfc6749.grants.refresh_token
import time:       138 |        138 |                           authlib.oauth2.rfc6749.grants.resource_owner_password_credentials
import time:       231 |       1692 |                         authlib.oauth2.rfc6749.grants
import time:       231 |        231 |                         authlib.oauth2.rfc6749.models
import time:       227 |        227 |                         authlib.oauth2.rfc6749.resource_protector
import time:       100 |        100 |                         authlib.oauth2.rfc6749.token_endpoint
import time:        97 |         97 |                         authlib.oauth2.rfc6749.wrappers
import time:       403 |       4736 |                       authlib.oauth2.rfc6749
import time:       281 |        281 |                         authlib.oauth2.rfc6750.errors
import time:       272 |        272 |                         authlib.oauth2.rfc6750.parameters
import time:       107 |        107 |                         authlib.oauth2.rfc6750.token
import time:        90 |         90 |                         authlib.oauth2.rfc6750.validator
import time:       115 |        863 |                       authlib.oauth2.rfc6750
import time:       301 |       5899 |                     authlib.oauth2.auth
import time:       232 |        232 |                       authlib.oauth2.rfc6749.parameters
import time:       121 |        121 |                         authlib.oauth2.rfc7009.parameters
import time:       215 |        215 |                         authlib.oauth2.rfc7009.revocation
import time:       214 |        549 |                       authlib.oauth2.rfc7009
import time:       302 |        302 |                         authlib.oauth2.rfc7636.challenge
import time:       240 |        541 |                       authlib.oauth2.rfc7636
import time:       238 |       1559 |                     authlib.oauth2.client
import time:       194 |       7650 |                   authlib.oauth2
import time:       300 |       7950 |                 authlib.oauth2.claims
import time:        99 |         99 |                 authlib.oidc.core.util
import time:       413 |       8652 |               authlib.oidc.core.claims
import time:       100 |        100 |                   authlib._joserfc_helpers
import time:        98 |         98 |                   authlib.oidc.core.models
import time:        93 |         93 |                   authlib.oidc.core.grants._legacy
import time:       152 |        152 |                     authlib.oidc.core.errors
import time:       251 |        403 |                   authlib.oidc.core.grants.util
import time:       406 |       1098 |                 authlib.oidc.core.grants.code
import time:       240 |        240 |                   authlib.oidc.core.grants.implicit
import time:       128 |        368 |                 authlib.oidc.core.grants.hybrid
import time:       122 |       1587 |               authlib.oidc.core.grants
import time:       289 |        289 |               authlib.oidc.core.userinfo
import time:       294 |      11034 |             authlib.oidc.core
import time:       128 |      39275 |           authlib.integrations.base_client.sync_openid
import time:       510 |      42664 |         authlib.integrations.base_client
import time:       266 |        266 |           authlib.integrations.base_client.async_app
import time:       108 |        108 |           authlib.integrations.base_client.async_openid
import time:       303 |        303 |                     authlib.oauth1.rfc5849.errors
import time:       245 |        245 |                       authlib.oauth1.rfc5849.util
import time:       234 |        479 |                     authlib.oauth1.rfc5849.signature
import time:       205 |        986 |                   authlib.oauth1.rfc5849.base_server
import time:       477 |       1462 |                 authlib.oauth1.rfc5849.authorization_server
import time:       180 |        180 |                   authlib.oauth1.rfc5849.parameters
import time:       269 |        269 |                   authlib.oauth1.rfc5849.wrapper
import time:       279 |        727 |                 authlib.oauth1.rfc5849.client_auth
import time:       304 |        304 |                 authlib.oauth1.rfc5849.models
import time:       143 |        143 |                 authlib.oauth1.rfc5849.resource_protector
import time:       169 |       2803 |               authlib.oauth1.rfc5849
import time:       287 |       3090 |             authlib.oauth1
import time:       234 |        234 |                 httpx.__version__
import time:       459 |        459 |                       httpx._exceptions
import time:      1618 |       1618 |                         http.cookiejar
import time:      1121 |       1121 |                             httpx._types
import time:       246 |        246 |                             httpx._utils
import time:       470 |       1836 |                           httpx._multipart
import time:      1598 |       3433 |                         httpx._content
import time:        58 |         58 |                           brotli
import time:        41 |         41 |                           brotlicffi
import time:      2050 |       2050 |                             zstandard.backend_c
import time:       376 |       2425 |                           zstandard
import time:       318 |       2841 |                         httpx._decoders
import time:       621 |        621 |                         httpx._status_codes
import time:      4514 |       4514 |                               unicodedata
import time:       267 |        267 |                               idna.idnadata
import time:       178 |        178 |                               idna.intranges
import time:       540 |       5498 |                             idna.core
import time:       190 |        190 |                             idna.package_data
import time:       243 |       5929 |                           idna
import time:      1518 |       1518 |                           httpx._urlparse
import time:       309 |       7755 |                         httpx._urls
import time:       557 |      16823 |                       httpx._models
import time:       353 |      17634 |                     httpx._auth
import time:       291 |        291 |                     httpx._config
import time:       127 |        127 |                           httpx._transports.base
import time:       315 |        442 |                         httpx._transports.asgi
import time:       385 |        385 |                         httpx._transports.default
import time:       144 |        144 |                         httpx._transports.mock
import time:       327 |        327 |                         httpx._transports.wsgi
import time:       269 |       1564 |                       httpx._transports
import time:        10 |       1574 |                     httpx._transports.base
import time:      2101 |      21599 |                   httpx._client
import time:       227 |      21825 |                 httpx._api
import time:       472 |        472 |                         click._compat
import time:       199 |        199 |                           click.globals
import time:       273 |        273 |                           click.utils
import time:       350 |        820 |                         click.exceptions
import time:      1156 |       2447 |                       click.types
import time:       322 |        322 |                       click._utils
import time:      1305 |       1305 |                         click.parser
import time:       280 |       1585 |                       click.formatting
import time:      1348 |       1348 |                       click.termui
import time:       888 |       6587 |                     click.core
import time:       306 |        306 |                     click.decorators
import time:       402 |       7295 |                   click
import time:       203 |        203 |                     pygments
import time:      2809 |       2809 |                     pygments.lexers._mapping
import time:       284 |        284 |                     pygments.modeline
import time:       166 |        166 |                     pygments.plugin
import time:       543 |        543 |                     pygments.util
import time:      3528 |       7530 |                   pygments.lexers
import time:       329 |        329 |                       rich._extension
import time:       430 |        758 |                     rich
import time:       255 |        255 |                     rich._null_file
import time:       276 |        276 |                     rich.errors
import time:       279 |        279 |                                 rich.color_triplet
import time:      1496 |       1775 |                               rich.palette
import time:       898 |       2672 |                             rich._palettes
import time:       451 |        451 |                             rich.repr
import time:       293 |        293 |                             rich.terminal_theme
import time:       706 |       4121 |                           rich.color
import time:       427 |       4548 |                         rich.style
import time:      1707 |       6254 |                       rich.default_styles
import time:       447 |        447 |                       rich.theme
import time:       249 |       6948 |                     rich.themes
import time:       918 |        918 |                     rich._emoji_replace
import time:      1278 |       1278 |                     rich._export_format
import time:       180 |        180 |                     rich._fileno
import time:       203 |        203 |                         rich._loop
import time:       861 |        861 |                         rich._pick
import time:       364 |        364 |                               rich._unicode_data._versions
import time:       267 |        631 |                             rich._unicode_data
import time:       389 |       1019 |                           rich.cells
import time:       246 |       1265 |                         rich._wrap
import time:      1705 |       1705 |                               rich.segment
import time:       278 |       1983 |                             rich.jupyter
import time:       180 |        180 |                               rich.protocol
import time:       866 |       1046 |                             rich.measure
import time:       175 |       3203 |                           rich.constrain
import time:       308 |       3510 |                         rich.align
import time:       359 |        359 |                         rich.containers
import time:       254 |        254 |                         rich.control
import time:       232 |        232 |                         rich.emoji
import time:       669 |       7349 |                       rich.text
import time:       200 |       7549 |                     rich._log_render
import time:       704 |        704 |                     rich.highlighter
import time:      1837 |       1837 |                     rich.markup
import time:       663 |        663 |                     rich.pager
import time:       229 |        229 |                     rich.region
import time:      1299 |       1299 |                     rich.screen
import time:      1231 |       1231 |                     rich.styled
import time:      1760 |      25878 |                   rich.console
import time:      2304 |       2304 |                     mmap
import time:       199 |        199 |                     rich.filesize
import time:       457 |        457 |                         rich.ansi
import time:       227 |        684 |                       rich.file_proxy
import time:       222 |        222 |                       rich.live_render
import time:      1122 |       2026 |                     rich.live
import time:       683 |        683 |                     rich.progress_bar
import time:       239 |        239 |                       rich._spinners
import time:      1747 |       1747 |                         rich.box
import time:       287 |        287 |                         rich._ratio
import time:       247 |        247 |                         rich.padding
import time:       982 |       3261 |                       rich.table
import time:       181 |       3680 |                     rich.spinner
import time:      1295 |      10185 |                   rich.progress
import time:       231 |        231 |                       pygments.filter
import time:       275 |        275 |                         pygments.token
import time:       390 |        665 |                       pygments.filters
import time:       289 |        289 |                       pygments.regexopt
import time:      1408 |       2591 |                     pygments.lexer
import time:       637 |        637 |                     pygments.style
import time:       247 |        247 |                       pygments.styles._mapping
import time:       201 |        447 |                     pygments.styles
import time:       505 |       4179 |                   rich.syntax
import time:      1463 |      56527 |                 httpx._main
import time:       216 |      78801 |               httpx
import time:       202 |        202 |                 authlib.oauth2.rfc7521.client
import time:      1573 |       1775 |               authlib.oauth2.rfc7521
import time:       212 |        212 |                 authlib.oauth2.rfc7523.assertion
import time:       590 |        590 |                   authlib.oauth2.rfc7523.client
import time:      2728 |       3317 |                 authlib.oauth2.rfc7523.auth
import time:       317 |        317 |                 authlib.oauth2.rfc7523.jwt_bearer
import time:       310 |        310 |                 authlib.oauth2.rfc7523.token
import time:       211 |        211 |                 authlib.oauth2.rfc7523.validator
import time:       235 |       4599 |               authlib.oauth2.rfc7523
import time:       172 |        172 |                 authlib.integrations.httpx_client.utils
import time:       881 |       1052 |               authlib.integrations.httpx_client.oauth2_client
import time:       366 |      86591 |             authlib.integrations.httpx_client.assertion_client
import time:       131 |        131 |               authlib.oauth1.client
import time:       294 |        424 |             authlib.integrations.httpx_client.oauth1_client
import time:       249 |      90353 |           authlib.integrations.httpx_client
import time:       487 |      91214 |         authlib.integrations.starlette_client.apps
import time:       186 |        186 |         authlib.integrations.starlette_client.integration
import time:       932 |     136895 |       authlib.integrations.starlette_client
import time:       130 |     137025 |     backend.app.auth.oauth
import time:       110 |        110 |       backend.app.database
import time:       283 |        283 |             sqlalchemy.dialects.sqlite.json
import time:      1192 |       1475 |           sqlalchemy.dialects.sqlite.base
import time:      1364 |       1364 |           sqlalchemy.dialects.sqlite.pysqlite
import time:      1055 |       1055 |             sqlalchemy.connectors
import time:      1376 |       2430 |           sqlalchemy.connectors.asyncio
import time:       596 |       5864 |         sqlalchemy.dialects.sqlite.aiosqlite
import time:       250 |        250 |         sqlalchemy.dialects.sqlite.pysqlcipher
import time:       355 |        355 |           sqlalchemy.dialects._typing
import time:       508 |        862 |         sqlalchemy.dialects.sqlite.dml
import time:       554 |       7528 |       sqlalchemy.dialects.sqlite
import time:      4499 |       4499 |           _sqlite3
import time:       205 |       4704 |         sqlite3.dbapi2
import time:      1222 |       5925 |       sqlite3
import time:      1273 |      14834 |     backend.app.database.session
import time:  24306225 |   24306225 |           backend.app.database.base
import time:  22617113 |   46923338 |         backend.app.models.users
import time:  10156728 |   10156728 |         backend.app.models.email
import time:  18612374 |   18612374 |         backend.app.models.email_thread
import time:   7824641 |    7824641 |         backend.app.models.email_attachment
import time:  21431700 |   21431700 |         backend.app.models.email_category
import time:   7172513 |    7172513 |         backend.app.models.draft_reply
import time:   5782020 |    5782020 |         backend.app.models.approval
import time:      4377 |  117907687 |       backend.app.models
import time:        71 |  117907758 |     backend.app.models.users
import time:       340 |  118291905 |   backend.app.api.auth
import time:      1929 |  118689642 | backend.app.main
Traceback (most recent call last):
  File "<string>", line 1, in <module>
  File "/Users/kartikaybhardwaj/Desktop/INQUIREA/backend/app/main.py", line 7, in <module>
    from backend.app.api.auth import router as auth_router
  File "/Users/kartikaybhardwaj/Desktop/INQUIREA/backend/app/api/auth.py", line 14, in <module>
    from backend.app.models.users import User
  File "/Users/kartikaybhardwaj/Desktop/INQUIREA/backend/app/models/__init__.py", line 9, in <module>
    from backend.app.models.approval import Approval
  File "<frozen importlib._bootstrap>", line 1027, in _find_and_load
  File "<frozen importlib._bootstrap>", line 1006, in _find_and_load_unlocked
  File "<frozen importlib._bootstrap>", line 688, in _load_unlocked
  File "<frozen importlib._bootstrap_external>", line 879, in exec_module
  File "<frozen importlib._bootstrap_external>", line 975, in get_code
  File "<frozen importlib._bootstrap_external>", line 1074, in get_data
KeyboardInterrupt
